Категория;Предназначение;Наименование;;Номенклатурный номер;Диаметр;Длинна;Вид покрытия;Класс прочности;Резьба;мкм;Шаг резьбы;Фасовка;Еденица измерения;Цена;Вес за еденицу;;
;;;54;4384010156;6;25;Цинк (белый);5.8;Неполная;6;1;;;4,63;6,537;;
;;;54;4384010157;6;28;Без покрытия;4.8;Неполная;;1;;;4,21;7,061;;
;;;54;4384010159;6;28;Цинк (белый);4.8;Неполная;6;1;;;4,63;7,061;;
;;;54;4384010160;6;30;Без покрытия;4.8;Неполная;;1;;;4,14;7,411;;
;;;54;4384010162;6;30;Цинк (белый);4.8;Неполная;6;1;;;4,56;7,411;;
;;;54;4384010163;6;32;Без покрытия;4.8;Неполная;;1;;;4,14;7,76;;
;;;54;4384010165;6;32;Цинк (белый);4.8;Неполная;6;1;;;4,56;7,76;;
;;;54;4384010166;6;35;Без покрытия;4.8;Неполная;;1;;;4,13;8,284;;
;;;54;4384010168;6;35;Цинк (белый);4.8;Неполная;6;1;;;4,55;8,284;;
;;;54;4384010169;6;40;Без покрытия;4.8;Неполная;;1;;;4,01;9,157;;
;;;54;4384010171;6;40;Цинк (белый);4.8;Неполная;6;1;;;4,43;9,157;;
;;;54;4384010172;6;45;Без покрытия;4.8;Неполная;;1;;;4,01;10,031;;
;;;54;4384010174;6;45;Цинк (белый);4.8;Неполная;6;1;;;4,43;10,031;;
;;;54;4384010175;6;50;Без покрытия;4.8;Неполная;;1;;;4,01;10,904;;
;;;54;4384010177;6;50;Цинк (белый);4.8;Неполная;6;1;;;4,43;10,904;;
;;;54;4384010178;6;55;Без покрытия;4.8;Неполная;;1;;;4,01;11,777;;
;;;54;4384010180;6;55;Цинк (белый);4.8;Неполная;6;1;;;4,43;11,777;;
;;;54;4384010181;6;60;Без покрытия;4.8;Неполная;;1;;;4,01;12,65;;
;;;54;4384010183;6;60;Цинк (белый);4.8;Неполная;6;1;;;4,43;12,65;;
;;;54;4384010187;8;16;Без покрытия;5.8;Неполная;;1,25;;;4,14;9,777;;
;;;54;4384010189;8;16;Цинк (белый);5.8;Неполная;6;1,25;;;4,56;9,777;;
;;;54;4384010190;8;20;Без покрытия;5.8;Неполная;;1,25;;;4,11;11,04;;
;;;54;4384010192;8;20;Цинк (белый);5.8;Неполная;6;1,25;;;4,53;11,04;;
;;;54;4384010193;8;22;Без покрытия;5.8;Неполная;;1,25;;;4,11;11,67;;
;;;54;4384010195;8;22;Цинк (белый);5.8;Неполная;6;1,25;;;4,53;11,67;;
;;;54;4384010196;8;25;Без покрытия;5.8;Неполная;;1,25;;;4,07;12,617;;
;;;54;4384010198;8;25;Цинк (белый);5.8;Неполная;6;1,25;;;4,49;12,617;;
;;;54;4384010184;8;30;Без покрытия;4.8;Неполная;;1,25;;;4,01;14,194;;
;;;54;4384010186;8;30;Цинк (белый);4.8;Неполная;6;1,25;;;4,43;14,194;;
;;;54;4384010199;8;35;Без покрытия;4.8;Неполная;;1,25;;;3,99;15,771;;
;;;54;4384010201;8;35;Цинк (белый);4.8;Неполная;6;1,25;;;4,41;15,771;;
;;;54;4384010202;8;40;Без покрытия;4.8;Неполная;;1,25;;;3,89;17,348;;
;;;54;4384010204;8;40;Цинк (белый);4.8;Неполная;6;1,25;;;4,31;17,348;;
;;;54;4384010205;8;45;Без покрытия;4.8;Неполная;;1,25;;;3,89;18,925;;
;;;54;4384010207;8;45;Цинк (белый);4.8;Неполная;6;1,25;;;4,31;18,925;;
;;;54;4384010208;8;50;Без покрытия;4.8;Неполная;;1,25;;;3,89;20,503;;
;;;54;4384010210;8;50;Цинк (белый);4.8;Неполная;6;1,25;;;4,31;20,503;;
;;;54;4384010211;8;55;Без покрытия;4.8;Неполная;;1,25;;;3,89;22,08;;
;;;54;4384010213;8;55;Цинк (белый);4.8;Неполная;6;1,25;;;4,31;22,08;;
;;;54;4384010214;8;60;Без покрытия;4.8;Неполная;;1,25;;;3,89;23,657;;
;;;54;4384010216;8;60;Цинк (белый);4.8;Неполная;6;1,25;;;4,31;23,657;;
;;;54;4384010217;8;65;Без покрытия;4.8;Неполная;;1,25;;;3,89;25,234;;
;;;54;4384010219;8;65;Цинк (белый);4.8;Неполная;6;1,25;;;4,31;25,234;;
;;;54;4384010220;8;70;Без покрытия;4.8;Неполная;;1,25;;;3,89;26,811;;
;;;54;4384010222;8;70;Цинк (белый);4.8;Неполная;6;1,25;;;4,31;26,811;;
;;;;;;;;;;;;;;;;;
;; Винты с цилиндрической головкой и шестигранным углублением под ключ DIN 912 (ГОСТ 11738-84);60;4384050029;6;16;Без покрытия;;;;;;;5,47;5,39;;
;;;60;4384050030;6;16;Цинк (белый);8.8;Полная;6;1;;;5,89;5,39;;
;;;60;4384050184;6;18;Цинк (белый);8.8;Полная;6;1;;;5,89;5,73;;
;;;60;4384050032;6;20;Цинк (белый);8.8;Полная;6;1;;;5,89;6,08;;
;;;60;4384050034;6;25;Цинк (белый);8.8;Полная;6;1;;;5,89;6,977;;
;;;60;4384050035;6;30;Без покрытия;8.8;Полная;;1;;;5,47;7,84;;
;;;60;4384050036;6;30;Цинк (белый);8.8;Полная;6;1;;;5,89;7,84;;
;;;60;4384050132;6;35;Цинк (белый);8.8;Полная;6;1;;;5,89;8,66;;
;;;60;4384050037;6;35;Без покрытия;8.8;;;1;;;5,47;8,92;;
;;;60;4384050038;6;35;Цинк (белый);8.8;;6;1;;;5,89;8,92;;
;;;60;4384050097;6;40;Цинк (белый);8.8;Полная;6;1;;;5,89;9,55;;
;;;60;4384050039;6;40;Без покрытия;8.8;;;1;;;5,47;10,1;;
;;;60;4384050040;6;40;Цинк (белый);8.8;;6;1;;;5,89;10,1;;
;;;60;4384050180;6;45;Цинк (белый);8.8;Полная;6;1;;;5,89;10,36;;
;;;60;4384050041;6;45;Без покрытия;;;;1;;;5,47;11,23;;
;;;60;4384050042;6;45;Цинк (белый);8.8;;6;1;;;5,89;11,23;;
;;;60;4384050423;6;45;Цинк (белый);10.9;;6;1;;;6,46;11,23;;
;;;60;4384050133;6;50;Без покрытия;8.8;Полная;;1;;;5,47;11,77;;
;;;60;4384050134;6;50;Цинк (белый);8.8;Полная;6;1;;;5,89;11,17;;
;;;60;4384050061;6;50;Без покрытия;8.8;;;1;;;5,47;12,13;;
;;;60;4384050062;6;50;Цинк (белый);8.8;;6;1;;;5,89;12,13;;
;;;60;4384050265;8;20;Цинк (белый);10.9;Полная;6;1,25;;;5,93;12,52;;
;;;60;4384050044;8;20;Цинк (белый);8.8;Полная;6;1,25;;;5,35;12,52;;
;;;60;4384050043;8;20;Без покрытия;8.8;Полная;;1,25;;;4,93;12,52;;
;;;60;4384050445;8;20;Цинк (белый);8.8;;6;1,25;;;5,35;12,52;;
;;;60;4384050267;8;25;Цинк (белый);10.9;Полная;6;1,25;;;5,93;14,02;;
;;;60;4384050063;8;25;Цинк (белый);8.8;Полная;6;1,25;;;5,35;14,02;;
;;;60;4384050045;8;25;Без покрытия;8.8;Полная;;1,25;;;4,93;14,02;;
;;;60;4384050269;8;25;Цинк (белый);10.9;Полная;6;1,25;;;5,93;15,2;;
;;;60;4384050047;8;30;Без покрытия;8.8;Полная;;1,25;;;4,93;15,2;;
;;;60;4384050048;8;30;Цинк (белый);8.8;Полная;6;1,25;;;5,35;15,2;;
;;;60;4384050271;8;35;Цинк (белый);10.9;Полная;6;1,25;;;5,93;17,18;;
;;;60;4384050049;8;35;Без покрытия;8.8;Полная;;1,25;;;4,93;17,18;;
;;;60;4384050050;8;35;Цинк (белый);8.8;Полная;6;1,25;;;5,35;17,18;;
;;;60;4384050447;8;35;Цинк (белый);8.8;;6;1,25;;;5,35;17,18;;
;;;60;4384050273;8;40;Цинк (белый);10.9;Полная;6;1,25;;;5,93;18,49;;
;;;60;4384050119;8;40;Цинк (белый);8.8;Полная;6;1,25;;;5,35;18,49;;
;;;60;4384050052;8;40;Цинк (белый);8.8;;6;1,25;;;5,35;18,93;;
;;;60;4384050272;8;40;Без покрытия;10.9;Полная;;1,25;;;5,51;18,49;;
;;;60;4384050051;8;40;Без покрытия;8.8;;;1,25;;;4,93;18,93;;
;;;60;4384050275;8;45;Цинк (белый);10.9;Полная;6;1,25;;;5,93;20,09;;
;;;60;4384050136;8;45;Цинк (белый);8.8;Полная;6;1,25;;;5,35;20,09;;
;;;60;4384050054;8;45;Цинк (белый);8.8;;6;1,25;;;5,35;20,88;;
;;;60;4384050053;8;45;Без покрытия;8.8;;;1,25;;;4,93;20,88;;
;;;60;4384050277;8;50;Цинк (белый);10.9;Полная;6;1,25;;;5,93;21,63;;
;;;60;4384050138;8;50;Цинк (белый);8.8;Полная;6;1,25;;;5,35;21,63;;
;;;60;4384050056;8;50;Цинк (белый);8.8;;6;1,25;;;5,35;22,84;;
;;;60;4384050137;8;50;Без покрытия;8.8;Полная;;1,25;;;4,93;21,63;;
;;;60;4384050055;8;50;Без покрытия;8.8;;;1,25;;;4,93;22,84;;
;;;60;4384050125;8;55;Цинк (белый);;Полная;6;1,25;;;5,35;23,05;;
;;;60;4384050057;8;55;Цинк (белый);8.8;;6;1,25;;;5,35;24,62;;
;;;60;4384050375;8;55;Без покрытия;10.9;;;1,25;;;5,51;24,62;;
;;;60;4384050279;8;55;Цинк (белый);10.9;Полная;6;1,25;;;5,93;23,05;;
;;;60;4384050124;8;55;Без покрытия;8.8;;;1,25;;;4,93;23,05;;
;;;60;4384050058;8;55;Без покрытия;8.8;;;1,25;;;4,93;24,62;;
;;;60;4384050281;8;60;Цинк (белый);10.9;Полная;6;1,25;;;5,93;24,88;;
;;;60;4384050103;8;60;Цинк (белый);8.8;Полная;6;1,25;;;5,35;24,88;;
;;;60;4384050059;8;60;Без покрытия;8.8;;;1,25;;;4,93;26,66;;
;;;60;4384050060;8;60;Цинк (белый);8.8;;6;1,25;;;5,35;26,66;;
;;;60;4384050280;8;60;Без покрытия;10.9;Полная;;1,25;;;5,51;24,88;;
;;;60;4384050102;8;60;Без покрытия;10.9;Полная;;1,25;;;4,93;24,88;;
;;;60;4384050101;8;65;Цинк (белый);8.8;;6;1,25;;;5,35;28,32;;
;;;60;4384050399;8;65;Без покрытия;10.9;;;1,25;;;5,51;28,32;;
;;;60;4384050181;8;65;Без покрытия;8.8;Полная;;1,25;;;4,93;26,26;;
;;;60;4384050182;8;65;Цинк (белый);8.8;Полная;6;1,25;;;5,35;26,26;;
;;;60;4384050100;8;65;Без покрытия;8.8;;;1,25;;;4,93;28,32;;
;;;60;4384050285;8;70;Цинк (белый);10.9;Полная;6;1,25;;;5,93;27,89;;
;;;60;4384050176;8;70;Цинк (белый);8.8;Полная;6;1,25;;;5,35;27,89;;
;;;60;4384050069;8;70;Цинк (белый);8.8;;6;1,25;;;5,35;30,63;;
;;;60;4384050377;8;70;Цинк (белый);10.9;;6;1,25;;;5,93;27,89;;
;;;60;4384050175;8;70;Без покрытия;8.8;Полная;;1,25;;;4,93;27,89;;
;;;60;4384050068;8;70;Без покрытия;8.8;;;1,25;;;4,93;30,63;;
;;;60;4384050299;8;75;Цинк (белый);8.8;Полная;6;1,25;;;5,35;29,305;;
;;;60;4384050066;8;80;Без покрытия;8.8;;;1,25;;;4,93;34,48;;
;;;60;4384050067;8;80;Цинк (белый);8.8;;6;1,25;;;5,35;34,48;;
;;;60;4384050287;8;80;Цинк (белый);10.9;Полная;6;1,25;;;5,93;30,93;;
;;;60;4384050178;8;80;Цинк (белый);8.8;Полная;6;1,25;;;5,35;30,93;;
;;;60;4384050177;8;80;Без покрытия;8.8;Полная;;1,25;;;4,93;30,96;;
;;;60;4384050205;10;20;Цинк (белый);10.9;Полная;6;1,5;;;6,04;21,43;;
;;;60;4384050074;10;20;Без покрытия;8.8;Полная;;1,5;;;4,95;21,43;;
;;;60;4384050075;10;20;Цинк (белый);8.8;Полная;6;1,5;;;5,37;21,43;;
;;;60;4384050420;10;20;Цинк (желтый);10.9;Полная;6;1,5;;;6,08;21,43;;
;;;60;4384050311;10;20;Цинк (желтый);8.8;Полная;6;1,5;;;5,41;21,43;;
;;;60;4384050123;10;20;Цинк (желтый);8.8;Полная;9;1,5;;;5,45;22,9;;
;;;60;4384050207;10;25;Цинк (белый);10.9;Полная;6;1,5;;;6,04;23,62;;
;;;60;4384050076;10;25;Без покрытия;8.8;Полная;;1,5;;;4,95;23,62;;
;;;60;4384050077;10;25;Цинк (белый);8.8;Полная;6;1,5;;;5,37;23,62;;
;;;60;4384050451;10;25;Цинк (белый);8.8;;6;1,5;;;5,37;23,62;;
;;;60;4384050209;10;30;Цинк (белый);10.9;Полная;6;1,5;;;6,04;26,33;;
;;;60;4384050078;10;30;Без покрытия;8.8;Полная;;1,5;;;4,95;26,33;;
;;;60;4384050079;10;30;Цинк (белый);8.8;Полная;6;1,5;;;5,37;26,33;;
;;;60;4384050443;10;30;Цинк (белый);8.8;;6;1,5;;;5,37;26,33;;
;;;60;4384050211;10;35;Цинк (белый);10.9;Полная;6;1,5;;;6,04;28,89;;
;;;60;4384050081;10;35;Цинк (белый);8.8;Полная;6;1,5;;;5,37;28,89;;
;;;60;4384050080;10;35;Без покрытия;8.8;Полная;;1,5;;;4,95;28,89;;
;;;60;4384050213;10;40;Цинк (белый);10.9;Полная;6;1,5;;;6,04;30,73;;
;;;60;4384050082;10;40;Без покрытия;8.8;Полная;;1,5;;;4,95;30,73;;
;;;60;4384050127;10;40;Цинк (желтый);8.8;Полная;6;1,5;;;5,41;30,73;;
;;;60;4384050083;10;40;Цинк (белый);8.8;Полная;6;1,5;;;5,37;30,73;;
;;;60;4384050140;10;45;Цинк (белый);8.8;Полная;6;1,5;;;5,37;33,37;;
;;;60;4384050084;10;45;Без покрытия;8.8;;;1,5;;;4,95;34,48;;
;;;60;4384050085;10;45;Цинк (белый);8.8;;6;1,5;;;5,37;34,48;;
;;;60;4384050217;10;50;Цинк (белый);10.9;Полная;6;1,5;;;6,04;35,8;;
;;;60;4384050142;10;50;Цинк (белый);8.8;Полная;6;1,5;;;5,37;35,8;;
;;;60;4384050187;10;50;Без покрытия;8.8;;;1,5;;;4,95;37,62;;
;;;60;4384050188;10;50;Цинк (белый);8.8;;6;1,5;;;5,37;37,62;;
;;;60;4384050395;10;50;Цинк (белый);10.9;;6;1,5;;;6,04;37,62;;
;;;60;4384050192;10;55;Цинк (белый);8.8;Полная;6;1,5;;;5,37;38,65;;
;;;60;4384050089;10;55;Цинк (белый);8.8;;6;1,5;;;5,37;40,83;;
;;;60;4384050088;10;55;Без покрытия;8.8;;;1,5;;;4,95;40,83;;
;;;60;4384050144;10;60;Цинк (белый);8.8;Полная;6;1,5;;;5,37;40,6;;
;;;60;4384050090;10;60;Без покрытия;8.8;;;1,5;;;4,95;43,78;;
;;;60;4384050091;10;60;Цинк (белый);8.8;;6;1,5;;;5,37;43,78;;
;;;60;4384050223;10;65;Цинк (белый);10.9;Полная;6;1,5;;;6,04;43,11;;
;;;60;4384050146;10;65;Цинк (белый);8.8;Полная;6;1,5;;;5,37;43,11;;
;;;60;4384050093;10;65;Цинк (белый);8.8;;6;1,5;;;5,37;46,46;;
;;;60;4384050417;10;65;Без покрытия;10.9;;;1,5;;;5,62;46,46;;
;;;60;4384050427;10;65;Цинк (белый);10.9;;6;1,5;;;6,04;46,46;;
;;;60;4384050092;10;65;Без покрытия;8.8;;;1,5;;;4,95;46,46;;
;;;60;4384050194;10;70;Цинк (белый);8.8;Полная;6;1,5;;;5,37;45,57;;
;;;60;4384050185;10;70;Без покрытия;8.8;;;1,5;;;4,95;49,56;;
;;;60;4384050186;10;70;Цинк (белый);8.8;;6;1,5;;;5,37;49,56;;
;;;60;4384050148;10;75;Цинк (белый);8.8;Полная;6;1,5;;;5,37;48,05;;
;;;60;4384050302;10;75;Цинк (белый);8.8;;6;1,5;;;5,37;52,73;;
;;;60;4384050155;10;80;Без покрытия;8.8;;;1,5;;;4,95;55,77;;
;;;60;4384050156;10;80;Цинк (белый);8.8;;6;1,5;;;5,37;55,77;;
;;;60;4384050196;10;80;Цинк (белый);;Полная;6;1,5;;;5,37;50,86;;
;;;60;4384050195;10;80;Без покрытия;8.8;Полная;;1,5;;;4,95;58,5;;
;;;60;4384050158;10;85;Цинк (белый);;Полная;6;1,5;;;5,37;55,3;;
;;;60;4384050114;10;90;Без покрытия;8.8;;;1,5;;;4,95;61,6;;
;;;60;4384050115;10;90;Цинк (белый);8.8;;6;1,5;;;5,37;61,6;;
;;;60;4384050160;10;90;Цинк (белый);8.8;Полная;6;1,5;;;5,37;55,57;;
;;;60;4384050162;10;100;Цинк (белый);8.8;Полная;6;1,5;;;5,37;60,668;;
;;;60;4384050112;10;100;Без покрытия;8.8;;;1,5;;;4,95;67,304;;
;;;60;4384050113;10;100;Цинк (белый);8.8;;6;1,5;;;5,37;67,304;;
;;;60;4384050233;10;100;Цинк (белый);10.9;Полная;6;1,5;;;6,04;60,668;;
;;;60;4384050431;10;130;Цинк (белый);;;6;1,5;;;5,37;1;;
;;;60;4384050235;12;25;Цинк (белый);10.9;Полная;6;1,75;;;5,76;35,43;;
;;;60;4384050009;12;25;Без покрытия;8.8;;;1,75;;;4,83;35,43;;
;;;60;4384050010;12;25;Цинк (белый);8.8;Полная;6;1,75;;;5,25;35,43;;
;;;60;4384050237;12;30;Цинк (белый);10.9;Полная;6;1,75;;;5,76;38,66;;
;;;60;4384050011;12;30;Без покрытия;8.8;;;1,75;;;4,83;38,66;;
;;;60;4384050012;12;30;Цинк (белый);8.8;;6;1,75;;;5,25;38,66;;
;;;60;4384050356;12;30;Без покрытия;8.8;Полная;;1,75;;;4,83;38,66;;
;;;60;4384050357;12;30;Цинк (белый);8.8;Полная;6;1,75;;;5,25;38,66;;
;;;60;4384050239;12;35;Цинк (белый);10.9;Полная;6;1,75;;;5,76;42,09;;
;;;60;4384050013;12;35;Без покрытия;8.8;;;1,75;;;4,83;42,09;;
;;;60;4384050014;12;35;Цинк (белый);8.8;;6;1,75;;;5,25;42,09;;
;;;60;4384050358;12;35;Без покрытия;8.8;Полная;;1,75;;;4,83;42,09;;
;;;60;4384050359;12;35;Цинк (белый);8.8;Полная;6;1,75;;;5,25;42,09;;
;;;60;4384050241;12;40;Цинк (белый);10.9;Полная;6;1,75;;;5,76;45,8;;
;;;60;4384050289;12;40;Цинк (белый);8.8;Полная;6;1,75;;;5,25;45,8;;
;;;60;4384050018;12;40;Цинк (белый);8.8;Полная;6;1,75;;;5,25;45,8;;
;;;60;4384050017;12;40;Без покрытия;8.8;;;1,75;;;4,83;45,8;;
;;;60;4384050243;12;45;Цинк (белый);10.9;Полная;6;1,75;;;5,76;49,3;;
;;;60;4384050291;12;45;Цинк (белый);8.8;Полная;6;1,75;;;5,25;4,93;;
;;;60;4384050020;12;45;Цинк (белый);8.8;Полная;6;1,75;;;5,25;49,3;;
;;;60;4384050019;12;45;Без покрытия;8.8;;;1,75;;;4,83;49,3;;
;;;60;4384050245;12;50;Цинк (белый);10.9;Полная;6;1,75;;;5,76;52,62;;
;;;60;4384050326;12;50;Цинк (белый);;Полная;6;1,75;;;5,25;52,62;;
;;;60;4384050021;12;50;Без покрытия;8.8;Полная;;1,75;;;4,83;52,62;;
;;;60;4384050022;12;50;Цинк (белый);8.8;Полная;6;1,75;;;5,25;52,62;;
;;;60;4384050247;12;55;Цинк (белый);10.9;Полная;6;1,75;;;5,76;56,52;;
;;;60;4384050149;12;55;Без покрытия;;Полная;;1,75;;;4,83;56,52;;
;;;60;4384050150;12;55;Цинк (белый);8.8;Полная;6;1,75;;;5,25;56,52;;
;;;60;4384050024;12;55;Цинк (белый);8.8;;6;1,75;;;5,25;58,03;;
;;;60;4384050380;12;55;Цинк (белый);10.9;;6;1,75;;;5,76;56,52;;
;;;60;4384050023;12;55;Без покрытия;8.8;;;1,75;;;4,83;58,03;;
;;;60;4384050152;12;60;Цинк (белый);8.8;Полная;6;1,75;;;5,25;60,32;;
;;;60;4384050025;12;60;Без покрытия;8.8;;;1,75;;;4,83;61,99;;
;;;60;4384050026;12;60;Цинк (белый);8.8;;6;1,75;;;5,25;61,99;;
;;;60;4384050198;12;65;Цинк (белый);8.8;;6;1,75;;;5,25;66,94;;
;;;60;4384050295;12;65;Цинк (белый);8.8;Полная;6;1,75;;;5,25;62,774;;
;;;60;4384050197;12;65;Без покрытия;8.8;;;1,75;;;4,83;66,94;;
;;;60;4384050253;12;70;Цинк (белый);10.9;Полная;6;1,75;;;5,76;67,18;;
;;;60;4384050164;12;70;Цинк (белый);8.8;Полная;6;1,75;;;5,25;67,18;;
;;;60;4384050028;12;70;Цинк (белый);8.8;;6;1,75;;;5,25;71,1;;
;;;60;4384050297;12;75;Цинк (белый);;Полная;6;1,75;;;5,25;80,41;;
;;;60;4384050200;12;75;Цинк (белый);8.8;;6;1,75;;;5,25;75,67;;
;;;60;4384050070;12;80;Без покрытия;8.8;;;1,75;;;4,83;80,41;;
;;;60;4384050071;12;80;Цинк (белый);8.8;;6;1,75;;;5,25;80,41;;
;;;60;4384050166;12;80;Цинк (белый);8.8;Полная;6;1,75;;;5,25;74,33;;
;;;60;4384050349;12;80;Без покрытия;10.9;;;1,75;;;5,34;80,2;;
;;;60;4384050385;12;80;Цинк (белый);10.9;;6;1,75;;;5,76;80,41;;
;;;60;4384050313;12;80;Цинк (белый);8.8;;6;1,75;;;5,29;80,41;;
;;;60;4384050255;12;80;Цинк (белый);10.9;Полная;6;1,75;;;5,76;74,33;;
;;;60;4384050165;12;80;Без покрытия;8.8;Полная;;1,75;;;4,83;74,33;;
;;;60;4384050099;12;90;Цинк (белый);8.8;;6;1,75;;;5,25;88,25;;
;;;60;4384050168;12;90;Цинк (белый);8.8;Полная;6;1,75;;;5,25;89,32;;
;;;60;4384050098;12;90;Без покрытия;8.8;;;1,75;;;4,83;88,25;;
;;;60;4384050170;12;100;Цинк (белый);8.8;Полная;6;1,75;;;5,25;88,46;;
;;;60;4384050072;12;100;Без покрытия;;;;1,75;;;4,83;97,41;;
;;;60;4384050073;12;100;Цинк (белый);8.8;;6;1,75;;;5,25;98;;
;;;60;4384050171;12;110;Без покрытия;8.8;Полная;;1,75;;;4,83;95,33;;
;;;60;4384050172;12;110;Цинк (белый);8.8;Полная;6;1,75;;;5,25;95,33;;
;;;60;4384050154;12;110;Цинк (белый);8.8;;6;1,75;;;5,25;107,5;;
;;;60;4384050153;12;110;Без покрытия;8.8;;;1,75;;;4,83;107,5;;
;;;60;4384050174;12;120;Цинк (белый);8.8;Полная;6;1,75;;;5,25;102,6;;
;;;60;4384050111;12;120;Цинк (белый);8.8;;6;1,75;;;5,25;115,81;;
;;;60;4384050388;12;120;Цинк (белый);10.9;;6;1,75;;;5,34;115,81;;
;;;60;4384050389;12;120;Цинк (белый);10.9;;6;1,75;;;5,76;115,81;;
;;;60;4384050110;12;120;Без покрытия;8.8;;;1,75;;;4,83;117;;
;;;;;;;;;;;;;;;;;
; С полукруглой головкой с прессшайбой; Винты с полукруглой головкой с прессшайбой (ч.7811-7445 (DIN 967));55;4384070051;4;8;Без покрытия;5.8;Неполная;;;;;5,80;1,351;;
;;;55;4384070052;4;8;Цинк (белый);5.8;Неполная;6;;;;6,22;1,351;;
;;;55;4384070053;4;9;Без покрытия;5.8;Неполная;;;;;5,72;1,425;;
;;;55;4384070054;4;9;Цинк (белый);5.8;Неполная;6;;;;6,14;1,425;;
;;;55;4384070154;4;10;Цинк (белый);4.8;Неполная;6;;;;6,08;1,499;;
;;;55;4384070055;4;10;Без покрытия;5.8;Неполная;;;;;5,66;1,499;;
;;;55;4384070056;4;10;Цинк (белый);5.8;Неполная;6;;;;6,08;1,499;;
;;;55;4384070057;4;11;Без покрытия;5.8;Неполная;;;;;5,59;1,572;;
;;;55;4384070058;4;11;Цинк (белый);5.8;Неполная;6;;;;6,01;1,572;;
;;;55;4384070158;4;12;Цинк (белый);4.8;Неполная;6;;;;5,92;1,683;;
;;;55;4384070059;4;12;Без покрытия;5.8;Неполная;;;;;5,50;1,683;;
;;;55;4384070060;4;12;Цинк (белый);5.8;Неполная;6;;;;5,92;1,683;;
;;;55;4384070061;4;13;Без покрытия;5.8;Неполная;;;;;5,48;1,72;;
;;;55;4384070062;4;13;Цинк (белый);5.8;Неполная;6;;;;5,90;1,72;;
;;;55;4384070063;4;14;Без покрытия;5.8;Неполная;;;;;5,44;1,794;;
;;;55;4384070064;4;14;Цинк (белый);5.8;Неполная;6;;;;5,86;1,794;;
;;;55;4384070164;4;16;Цинк (белый);4.8;Неполная;6;;;;5,72;1,965;;
;;;55;4384070065;4;16;Без покрытия;5.8;Неполная;;;;;5,30;1,941;;
;;;55;4384070066;4;16;Цинк (белый);5.8;Неполная;6;;;;5,72;1,941;;
;;;55;4384070067;4;18;Без покрытия;5.8;Неполная;;;;;5,26;2,089;;
;;;55;4384070068;4;18;Цинк (белый);5.8;Неполная;6;;;;5,68;2,089;;
;;;55;4384070168;4;20;Цинк (белый);4.8;Неполная;6;;;;5,60;2,274;;
;;;55;4384070069;4;20;Без покрытия;5.8;Неполная;;;;;5,18;2,236;;
;;;55;4384070070;4;20;Цинк (белый);5.8;Неполная;6;;;;5,60;2,236;;
;;;55;4384070137;4;22;Цинк (белый);4.8;Неполная;6;;;;5,52;2,416;;
;;;55;4384070071;4;22;Без покрытия;5.8;Неполная;;;;;5,10;2,384;;
;;;55;4384070072;4;22;Цинк (белый);5.8;Неполная;6;;;;5,52;2,384;;
;;;55;4384070139;4;25;Цинк (белый);4.8;Неполная;6;;;;5,46;2,671;;
;;;55;4384070073;4;25;Без покрытия;5.8;Неполная;;;;;5,04;2,605;;
;;;55;4384070074;4;25;Цинк (белый);5.8;Неполная;6;;;;5,46;2,605;;
;;;55;4384070075;4;28;Без покрытия;5.8;Неполная;;;;;4,98;2,826;;
;;;55;4384070076;4;28;Цинк (белый);5.8;Неполная;6;;;;5,40;2,826;;
;;;55;4384070142;4;30;Без покрытия;4.8;Неполная;;;;;4,91;2,974;;
;;;55;4384070143;4;30;Цинк (белый);4.8;Неполная;6;;;;5,33;2,974;;
;;;55;4384070077;4;30;Без покрытия;5.8;Неполная;;;;;4,91;2,974;;
;;;55;4384070078;4;30;Цинк (белый);5.8;Неполная;6;;;;5,33;2,974;;
;;;55;4384070147;4;35;Цинк (белый);4.8;Неполная;6;;;;5,23;3,381;;
;;;55;4384070084;4;35;Цинк (белый);5.8;Неполная;6;;;;5,23;3,342;;
;;;55;4384070151;4;40;Цинк (белый);4.8;Неполная;6;;;;5,15;3,743;;
;;;55;4384070088;4;40;Цинк (белый);5.8;Неполная;6;;;;5,15;3,711;;
;;;;;;;;;;;;;;;;;
;; Винты с полукруглой головкой с прессшайбой (ч.7811-7443 (DIN 967));56;4384070046;6;20;Фосфат;;;;;;;6,42;5,3;;
;;;56;4384070047;6;25;Без покрытия;;;;;;;5,95;6,55;;
;;;56;4384070048;6;25;Фосфат;;;;;;;6,20;6,55;;
;;;56;4384070049;6;30;Без покрытия;;;;;;;5,84;7,04;;
;;;56;4384070050;6;30;Фосфат;;;;;;;6,09;7,04;;
;;;;;;;;;;;;;;;;;
; С плоской головкой;Стяжка мебельная М6-6gх25.Ц6.хр ч.7811-7511;83016;4384070183;6;25;Цинк (желтый);;Неполная;6;;;;5,87;6,8;;
;;;83017;4384070185;6;30;Цинк (желтый);;Неполная;6;;;;5,84;7,6;;
;;;83017;4384070187;6;40;Цинк (желтый);;Неполная;6;;;;5,77;9,3;;
;;;83017;4384070189;6;50;Цинк (желтый);;Неполная;6;;;;5,72;11;;
;;;83017;4384070220;6;60;Цинк (желтый);;Неполная;6;;;;5,68;12,7;;
;;;83017;4384070323;6;60;Цинк (белый);;Неполная;6;;;;5,64;13,478;;
;;;83017;4384070126;6;70;Цинк (желтый);;Неполная;6;;;;5,68;13,27;;
